Data Source																																																															
																																																															
Last Updated Date																																																															
																																																															
Country Name	Sex	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
Timor-Leste	male	235666	239203	242898	246728	250673	254786	259096	263591	268238	272997	277851	282784	287786	292774	296866	301435	307577	313882	319594	324592	329837	333834	336608	340322	345070	350889	357563	365048	373349	383392	394823	402972	407937	413163	418669	424292	429893	435508	441118	446195	451478	458490	466681	475111	484748	496668	509709	522558	534882	546602	558338	570298	582083	593490	604629	614964	624510	634029	643523	653013	662972	673598
Middle East & North Africa (IDA & IBRD countries)	male	49093477	50338657	51644455	53012484	54437674	55916570	57442954	59018559	60634166	62287079	63976115	65687818	67427263	69215581	71074988	73118094	75476460	77864717	79981424	82210339	84742370	87731815	90777086	93585266	96532991	99498790	102498713	105503533	108451073	111434144	114627337	117814871	120748710	123378435	125940071	128611271	131242322	133913637	136607701	139300518	142044341	144829976	147432263	150070198	153001574	156003820	159021495	162062062	165146628	168321120	171630688	174856389	178070740	181586076	185309405	188977694	192383348	195599637	198906914	202271553	205469679	208506047
Tonga	male	34564	35604	36663	37747	38859	39992	41112	42115	42962	43731	44459	45152	45815	46458	47156	47914	48656	49092	49217	49291	49327	49328	49300	49249	49194	49138	49081	49220	49523	49780	49999	50191	50370	50538	50698	50852	50995	51228	51547	51849	52142	52427	52712	53013	53323	53618	53893	54053	54069	54051	54070	54081	53922	53607	53267	52915	52614	52383	52169	51994	52093	52440
South Asia (IDA & IBRD)	male	296036372	303088575	310340184	317786588	325415783	333076306	340712406	348494920	356584202	364932373	373392158	381416415	389709026	398897851	408322735	417855862	427441289	437276402	447391769	457739026	468463908	479320647	490484969	502192623	514151971	526293607	538555357	550914172	563488317	576321713	589176876	602052456	615316304	629051909	642928501	656705620	670402001	684134114	697978898	711912565	725864783	739919314	754094087	767985948	781365635	794295169	806646032	818389365	829922081	841672660	853704050	865853001	877688764	889189237	900408616	911084264	921664173	932477239	943150770	953512430	963820551	973330021
Sub-Saharan Africa (IDA & IBRD countries)	male	113292742	116026902	118894897	121877512	124983071	128210861	131522060	134932048	138481331	142157794	145968230	149929678	154011026	158287856	162827430	167549758	172385384	177287937	182501288	188031952	193628851	199375589	205285708	211016663	216680986	222586231	228892452	235627284	242337395	249170557	256208967	263234432	270218121	277277077	284434651	291862431	299574353	307385992	315414088	323712217	332368369	341357488	350649707	360247080	370185137	380451935	391077111	402102904	413478272	425146519	437151224	449449466	462026768	474971561	488253813	501988891	515788025	529668784	543990889	558613085	573534484	588494078
Trinidad and Tobago	male	425209	433765	441171	448401	455428	462009	467938	473255	478108	482497	487155	492901	499502	506415	513435	520439	527298	534313	541885	549880	557737	565297	572588	579690	586484	594003	602297	609789	616359	622140	627298	632165	636767	640977	644605	647736	650445	652765	654942	657138	659662	662692	666135	669640	673168	676790	680461	684258	687991	691855	696056	700632	705591	710542	715233	719600	723726	728044	743505	751897	749174	752789
Tunisia	male	2108763	2131643	2156608	2184538	2214977	2250816	2295195	2347468	2406836	2470202	2534779	2600597	2668219	2738823	2812592	2889816	2971899	3057300	3142271	3226389	3310559	3396491	3484802	3575046	3668892	3766512	3866218	3965780	4063365	4157603	4249761	4341420	4431494	4519033	4602318	4677045	4743003	4803859	4860090	4911764	4960458	5007338	5052798	5097802	5141667	5185241	5229676	5274830	5321608	5370385	5422169	5488657	5557114	5615984	5676121	5736224	5795610	5853778	5909703	5962724	6012828	6057044
Turkiye	male	14019307	14395443	14783931	15181288	15574139	15954435	16346548	16764033	17173695	17575692	17988319	18436259	18915359	19395566	19874057	20332644	20737296	21128018	21539407	21943637	22366413	22801335	23275665	23805208	24336886	24863070	25379416	25885337	26391207	26899089	27401908	27893784	28377226	28866917	29366906	29857344	30345189	30832295	31311535	31782313	32245997	32724349	33181031	33617545	34073271	34529813	34974838	35405571	35828471	36277945	36760181	37246281	37794598	38441530	39207948	39972570	40654471	41183960	41537739	41866950	42182973	42489829
Tuvalu	male	2635	2646	2667	2691	2686	2662	2649	2648	2655	2667	2681	2700	2719	2739	2817	2947	3082	3225	3377	3503	3592	3662	3731	3801	3861	3937	4031	4125	4223	4317	4410	4505	4572	4612	4648	4673	4700	4723	4737	4755	4769	4777	4787	4833	4914	4991	5066	5143	5227	5314	5404	5498	5595	5638	5627	5617	5609	5598	5613	5654	5702	5755
Tanzania	male	4938264	5086813	5241093	5399570	5565091	5736305	5912208	6094257	6291463	6506341	6732259	6970017	7223324	7488842	7763717	8051052	8349751	8658410	8970688	9276749	9563367	9839040	10122567	10453409	10792604	11149999	11539360	11941483	12311736	12629638	12959424	13289463	13620921	14071279	14665108	15155265	15413954	15711433	16126609	16558330	17040809	17511199	17969988	18446378	18943000	19465727	20010132	20570092	21125684	21632887	22176064	22811421	23483484	24210106	24985511	25860541	26813222	27762906	28679332	29563439	30475454	31417653
Uganda	male	3848251	3953611	4063899	4180144	4302192	4429334	4561931	4700990	4847172	4996815	5146530	5288827	5414597	5536784	5669989	5812948	5962577	6116945	6274451	6419221	6543396	6669155	6812345	6970613	7149198	7345132	7555813	7789133	8039233	8301682	8574406	8861681	9172087	9498976	9826618	10100846	10381224	10690916	11017324	11383926	11750782	12118958	12507523	12911462	13308219	13710476	14125371	14555146	14997204	15450462	15916868	16395857	16886179	17387215	17920438	18493558	19131236	19823359	20521108	21241606	21973090	22700638
Ukraine	male	19038682	19348519	19639586	19913306	20172379	20404718	20624400	20843768	21050859	21233647	21356667	21502538	21708464	21890286	22055605	22211757	22350353	22470056	22570566	22690061	22830419	22974102	23079075	23191365	23305480	23404699	23513254	23629909	23764296	23912317	23991904	24063460	24158201	24188217	24075796	23888454	23672322	23452138	23239789	23015947	22773527	22518464	22289659	22098936	21919976	21743359	21582931	21443946	21319797	21225759	21150737	21086669	21052629	21023906	20940952	20901186	20840806	20767691	20676671	20561786	20435096	20268329
Upper middle income	male	557035583	558506500	566403235	580148277	593713776	607720209	623194803	638179307	653627640	669910806	686523960	703470177	719665658	735442857	750502022	764337021	777322083	789669019	802149623	814711364	827018066	839421991	852814255	866274819	879279780	892567884	906864621	922251968	937786854	952776899	967235872	981134086	993888767	1006072847	1018183002	1029834859	1041314046	1052692442	1063629757	1073869671	1083619009	1092846806	1101595751	1110003558	1118253036	1126500215	1134389858	1141935004	1149861447	1158024278	1165907219	1174382957	1184091363	1194318936	1204541923	1214281238	1223190969	1231805639	1239536164	1246289428	1251493527	1254779304
Uruguay	male	1266689	1281850	1296614	1311006	1324783	1337739	1349917	1361130	1371121	1379393	1385850	1391690	1397537	1403279	1409490	1416468	1424298	1432174	1439266	1445607	1451029	1456103	1461609	1467661	1474156	1481140	1488443	1495881	1504053	1512812	1521058	1528920	1536776	1544448	1552203	1560015	1567812	1575662	1583085	1589828	1594941	1597570	1598457	1598485	1598595	1599620	1601733	1604827	1608578	1612678	1617051	1621715	1626686	1631988	1637581	1643631	1649718	1654653	1657819	1659147	1660166	1659492
United States	male	89542830	90943338	92244198	93477522	94683009	95722859	96604406	97410703	98207130	99095032	100269988	101594767	102711649	103679790	104589672	105576082	106532009	107553110	108637773	109797256	110831607	111922789	113011571	114082266	115118565	116193296	117327500	118430832	119562114	120761887	122205009	123925933	125737682	127472835	129103679	130712402	132303891	133969607	135617667	137282400	138910694	140343133	141652391	142865707	144210567	145570277	146996229	148402076	149804127	151111335	152358841	153539494	154813215	156025758	157301571	158580581	159847727	160970309	161911851	162730147	164303333	164413285
Uzbekistan	male	4055739	4217381	4392408	4572505	4756230	4944594	5134735	5325586	5518230	5710860	5898546	6081173	6266231	6457663	6655552	6860086	7071377	7288135	7504208	7711422	7910937	8111179	8317532	8532901	8760722	9002554	9258855	9525465	9794656	10053600	10264719	10493445	10749426	11000036	11217895	11420846	11638190	11855408	12042917	12167284	12329367	12480030	12628787	12772007	12915830	13064209	13224211	13414449	13633078	13867711	14268347	14660638	14882226	15119939	15379949	15653791	15931090	16202303	16485735	16797144	17124410	17468992
St. Vincent and the Grenadines	male	39903	40816	41721	42596	43455	44326	45203	46065	46904	47737	48551	49319	50041	50728	51386	51999	52565	53111	53634	54126	54599	55023	55380	55697	55983	56242	56459	56627	56751	56840	56879	57057	57359	57604	57816	57982	58088	58129	58120	58069	58002	57941	57862	57712	57494	57245	56962	56681	56444	56219	55967	55676	55373	55053	54773	54538	54258	54026	53856	53636	53434	53209
British Virgin Islands	male	3897	3940	3984	4027	4076	4146	4247	4381	4572	4835	5075	5181	5213	5254	5306	5362	5423	5484	5548	5611	5714	5892	6103	6319	6544	6779	7014	7252	7499	7755	8017	8252	8448	8645	8856	9076	9308	9552	9803	10062	10327	10588	10851	11133	11439	11774	12133	12512	12918	13329	13556	13724	13915	14015	14145	14303	14453	14578	14681	14786	14900	14976
Virgin Islands (U.S.)	male	16373	17510	17818	20212	20674	21984	23276	24665	27903	30133	31689	35307	37774	41428	44096	46120	46736	45107	46232	46165	47752	47888	48025	48204	48379	48519	48636	48757	48879	49013	50512	50908	51255	51595	51871	52015	52047	52070	52048	51971	51887	51805	51818	51854	51874	51898	51877	51869	51890	51855	51796	51741	51650	51529	51384	51208	50999	50759	50489	50196	49866	49510
Vietnam	male	16089652	16535970	16985297	17473324	17954365	18421131	18867872	19298765	19705563	20111857	20542041	21009828	21473022	21934454	22409573	22923821	23513873	24137493	24774747	25295244	25814547	26457143	27119099	27793740	28477135	29166656	29857450	30547068	31237107	31942656	32660517	33377857	34086353	34771767	35423993	36045251	36634171	37187435	37722224	38212637	38652066	39078656	39510889	39947965	40386478	40824111	41252012	41680018	42119105	42576401	43048310	43525217	44010133	44502820	44995810	45481510	45954943	46412679	46856269	47288433	47726158	48136186
Vanuatu	male	34828	35730	36672	37658	38684	39756	40874	42041	43240	44462	45718	47009	48339	49709	51117	52582	54108	55691	57560	60170	62318	63546	64835	66194	67621	69105	70651	72254	73912	75610	77382	79257	81188	83157	85148	87159	89203	91277	93377	95543	97832	100260	102763	105288	107823	110376	112974	115641	118398	121208	124029	126894	129845	132896	136042	139253	142613	146105	149615	153149	156782	160506
World	male	1514907424	1535355448	1562723745	1596346740	1630186955	1664292809	1699585403	1734663886	1770794775	1808370704	1846605566	1885870257	1924255449	1963133391	2001720438	2039309722	2076178150	2112853095	2150130512	2188312838	2226998290	2266774248	2307990700	2349284294	2390328580	2432209584	2475573767	2520375686	2565586865	2610930325	2657150307	2702507107	2747014593	2790774233	2834021188	2876881152	2919800790	2962660776	3005162527	3047091178	3088840726	3130458701	3171773303	3212835158	3253957929	3295271885	3336996770	3378987637	3421464252	3463967930	3506381142	3548757913	3592992950	3637643337	3682289610	3726475229	3770233711	3813342066	3855044397	3895197871	3933547226	3966132418
Samoa	male	58407	60202	61949	63675	65361	67063	68756	70219	71457	72638	73820	74992	76146	77291	78692	80340	81903	83082	83921	84694	85416	86091	86638	87013	87270	87463	87651	87928	88203	88359	88451	88650	89130	89836	90639	91472	92314	93165	94023	94879	95721	96420	96876	97154	97341	97490	97754	98209	98778	99398	100075	100844	101665	102510	103356	104201	105129	106119	107099	108147	109634	111550
Kosovo	male	480530	490286	504594	518893	533197	547497	561776	576561	590842	605135	619445	633796	650135	666371	683084	699266	715938	732057	748116	764632	780625	797215	813083	829700	846818	864946	883066	901685	920442	937190	953243	970766	988240	1005138	1021522	1037914	1053317	1067211	1007121	904261	872204	872055	871423	869781	868056	866255	870793	875298	879705	883960	888023	894046	902010	907413	904599	892179	886760	893367	896319	892156	892592	890237
South Africa	male	8502461	8725719	8971110	9228327	9496079	9774939	10062791	10359445	10665272	10978417	11297621	11639172	12008340	12391239	12779064	13167635	13548594	13954172	14394419	14834845	15277164	15631582	15892088	16125715	16336890	16509631	16884765	17515110	18162510	18810138	19422611	19938864	20288796	20519374	20745186	20960968	21154148	21405714	21703485	21977029	22221377	22447806	22681781	22925383	23176582	23433293	23696246	23972107	24278088	24599914	24927507	25278908	25651390	26036121	26500685	27155417	27418165	27465269	27822349	28207948	28580784	28894608
Zambia	male	1544463	1593349	1644170	1696940	1751316	1807590	1866095	1926564	1989150	2052222	2109732	2163519	2220019	2279597	2342257	2408160	2477113	2548568	2622187	2697887	2776308	2860593	2954389	3051724	3146196	3240896	3339079	3436631	3530581	3622798	3713668	3803803	3893512	3984327	4078851	4177093	4279880	4390939	4506907	4628537	4762771	4915581	5076940	5244889	5423615	5617219	5827393	6050324	6283615	6523386	6765898	7005106	7245485	7491633	7744381	8000338	8260471	8525934	8794716	9066397	9338613	9609004
Zimbabwe	male	1883976	1942236	2002581	2065073	2129644	2196331	2265204	2336428	2410390	2487505	2561796	2633818	2710849	2793720	2882840	2971519	3055745	3114923	3113302	3119594	3372896	3673125	3828637	3976948	4111935	4251100	4389238	4514425	4625525	4742741	4866042	4989641	5102026	5153386	5170029	5228886	5316578	5404409	5492694	5570832	5621605	5653006	5684128	5722449	5755027	5773926	5818877	5872489	5911975	5965793	6034165	6114111	6223803	6363142	6508226	6652836	6796658	6940631	7086002	7231989	7385220	7543690
